ID,HT,WT,AGE,SEX
1,171.3221473,35.82128337,18.81797804,1
2,167.7642201,44.99478424,21.29013302,1
3,143.2841901,31.25151438,24.38032675,1
4,169.2765876,39.17221321,30.93153745,1
5,151.5586994,38.93486297,31.92039945,1
6,169.8096425,35.327403,21.53734852,1
7,160.4940811,63.0512385,19.68323229,1
8,160.0116324,42.85143992,22.03177952,1
9,160.0161421,26.10371734,21.53734852,1
10,162.0511398,53.54524476,22.27899502,1
11,141.8568974,42.33973179,20.17766328,1
12,170.2550829,57.79037442,41.31458838,1
13,159.9962758,53.46720401,26.35805074,1
14,156.3360791,47.48712831,51.2032083,1
15,163.4439394,40.14406238,14.98613782,1
16,163.9820808,45.16109461,23.02064151,1
17,149.5894051,47.43625817,24.87475775,1
18,153.612269,39.81224404,20.05405553,1
19,160.9960312,48.19655449,26.23444299,1
20,176.4697012,70.84372724,15.85139206,1
21,179.1744523,55.84994288,32.04400719,1
22,160.7034271,43.63927803,22.03177952,1
23,154.4459038,37.52243076,31.3023607,1
24,163.1327821,54.38354551,25.12197325,1
25,169.7026514,65.91036571,20.17766328,1
26,166.7728404,56.62262498,42.79788137,1
27,166.7490167,47.6737126,21.66095627,1
28,149.3291731,36.86149514,21.53734852,1
29,159.8742634,51.25620246,26.60526623,1
30,141.4197818,34.20730137,27.09969723,1
31,149.8730057,31.41226967,40.69654963,1
32,169.1961073,42.89859284,37.23553266,1
33,176.8494823,57.67816898,16.09860756,1
34,159.4500611,49.32993245,28.33577472,1
35,162.6570014,48.05140926,17.33468505,1
36,144.0354965,29.87418844,23.39146476,1
37,146.9027195,39.76065588,16.59303856,1
38,155.3006507,48.7193273,39.21325664,1
39,175.3890384,74.53890495,24.9983655,1
40,153.2850642,36.4870643,20.30127103,1
41,157.8765028,45.17708133,31.3023607,1
42,173.179293,48.20589492,27.34691273,1
43,171.9033733,43.01930669,29.69545996,1
44,151.853775,52.18645402,19.06519354,1
45,159.0299884,37.21155206,21.41374077,1
46,151.3403894,34.87870988,32.16761494,1
47,172.002221,50.51590523,26.85248173,1
48,165.243826,47.18527336,17.33468505,1
49,158.7936634,32.64492925,24.5039345,1
50,165.2557966,48.40583048,18.69437029,1
51,169.6968694,43.57570795,47.49497583,1
52,158.0694206,45.59457517,19.55962454,1
53,159.9929153,37.2256526,31.0551452,1
54,164.1377592,43.18918727,25.61640424,1
55,151.0588683,40.37633135,29.94267546,1
56,153.0460459,34.53727173,27.71773598,1
57,163.9319475,46.79113197,38.22439465,1
58,156.5304699,44.22819628,31.7967917,1
59,171.9159764,42.94068148,23.26785701,1
60,157.4495903,48.25513508,21.90817177,1
61,158.8258607,48.96962068,39.08964889,1
62,171.817839,54.54387579,22.52621051,1
63,169.0285789,48.80385139,28.83020572,1
64,157.6965062,45.5889013,41.56180387,1
65,164.8399509,41.62226374,26.23444299,1
66,162.3276488,43.39667767,24.0095035,1
67,160.8962796,43.05341488,28.33577472,1
68,159.93992,40.91252352,45.64085959,1
69,154.2820422,39.79109431,33.28008469,1
70,154.0197273,41.42811918,19.93044778,1
71,158.4855924,34.84821078,33.03286919,1
72,167.709288,52.86806695,28.08855922,1
73,163.8580781,46.26461883,23.76228801,1
74,162.2577855,47.8473271,20.91930978,1
75,166.3841813,48.15505864,23.02064151,1
76,151.3815686,32.93998886,23.76228801,1
77,149.541108,40.81655513,15.85139206,1
78,153.3145621,34.66099416,29.69545996,1
79,160.2341057,45.07693238,27.09969723,1
80,160.7213579,41.97623511,19.43601679,1
81,143.3386521,33.57553659,42.05623487,1
82,164.5990274,50.62878576,24.0095035,1
83,165.5681635,57.14576248,20.30127103,1
84,154.1432275,33.82583989,23.39146476,1
85,156.0497667,53.62536776,17.7055083,1
86,159.6524558,33.92587386,11.89594409,1
87,165.2423866,54.03661321,24.13311125,1
88,148.0843356,47.04540519,26.23444299,1
89,168.1727496,54.13523639,28.08855922,1
90,169.6957614,56.21656915,29.94267546,1
91,169.3454978,41.80554826,26.97608948,1
92,170.2061438,50.36093232,28.33577472,1
93,152.1960955,55.48996672,27.96495147,1
94,173.8090428,51.08009946,21.04291753,1
95,159.1935394,52.81692037,30.31349871,1
96,153.9483631,40.42772328,26.72887398,1
97,167.7841775,49.71319863,20.67209428,1
98,152.8762763,46.07497942,32.90926144,1
99,157.3349472,38.87085712,27.96495147,1
100,162.9931675,55.70705673,22.89703376,1
101,163.7163885,41.78509751,32.53843819,1
102,154.8052796,41.906683,33.28008469,1
103,163.5319292,52.87565545,33.28008469,1
104,161.2922471,48.03860423,20.91930978,1
105,161.3863831,41.16533299,39.95490314,1
106,172.5079733,51.51714743,24.75115,1
107,154.1261639,39.02595462,22.77342601,1
108,160.9359362,40.58807335,16.34582306,1
109,162.0506261,38.14680597,17.2110773,1
110,169.7617716,57.65808563,24.75115,1
111,155.6732872,37.91343837,25.61640424,1
112,156.739831,40.34642372,39.95490314,1
113,148.5377,32.20378994,19.55962454,1
114,161.3973926,47.55124319,24.5039345,1
115,157.7878797,42.99837245,32.66204594,1
116,141.2895008,44.68906606,19.55962454,1
117,167.4222529,41.98315321,35.62863192,1
118,145.9102429,38.98400108,21.90817177,1
119,149.9508788,34.90212711,33.40369243,1
120,144.471871,45.57349182,21.78456402,1
121,155.4905544,34.90639598,19.68323229,1
122,162.6916248,55.99070682,13.99727583,1
123,157.3568033,41.35695898,20.67209428,1
124,152.526343,45.52156762,44.03395886,1
125,172.3556234,47.11297023,46.13529059,1
126,168.1536453,56.37678864,38.47161015,1
127,179.7078316,55.83850474,24.256719,1
128,152.155726,53.24058003,23.51507251,1
129,155.6154986,47.12299147,25.74001199,1
130,165.5029993,45.26213153,38.3480024,1
131,159.187764,47.51304663,26.85248173,1
132,153.6519396,28.20996256,26.60526623,1
133,151.18558,41.49151196,24.87475775,1
134,155.7394498,50.8963907,17.58190055,1
135,167.8117905,55.06506237,44.8992131,1
136,165.5004201,49.4085854,25.61640424,1
137,155.1251295,30.16184229,30.31349871,1
138,168.8266558,49.40232134,16.09860756,1
139,160.549534,41.25638929,33.77451568,1
140,156.2817599,45.14196918,23.63868026,1
141,165.087078,37.63180768,26.97608948,1
142,155.0083713,36.63771345,25.61640424,1
143,169.8731126,55.83780305,18.81797804,1
144,155.015152,30.69696924,16.71664631,1
145,163.0014261,43.62669793,14.73892232,1
146,169.2779769,56.47021411,22.77342601,1
147,156.5209315,44.33228465,27.71773598,1
148,176.2974614,46.47920092,27.96495147,1
149,167.9196242,52.75382835,20.91930978,1
150,146.9382009,23.40927862,26.48165849,1
151,150.2798674,39.8536265,32.53843819,1
152,171.6882139,39.91044328,31.42596845,1
153,156.2784071,45.33287311,15.85139206,1
154,159.811579,32.02791472,26.97608948,1
155,154.4817227,53.15218802,23.39146476,1
156,149.8218873,49.12694586,28.70659797,1
157,162.4508848,37.95508373,23.88589575,1
158,156.0912246,53.02443377,27.59412823,1
159,162.3414886,36.70435244,13.99727583,1
160,177.5014849,54.42692017,26.23444299,1
161,151.4486422,37.79107334,29.69545996,1
162,173.2470298,52.46447328,32.78565369,1
163,165.4509197,39.41350441,18.32354705,1
164,169.5324275,50.41233635,17.4582928,1
165,158.0817359,43.03538822,15.97499981,1
166,163.4753304,50.1410829,39.70768764,1
167,164.8700829,46.19482033,25.12197325,1
168,159.4284322,46.33346891,28.95381347,1
169,147.8852806,47.15424616,31.42596845,1
170,161.6389267,40.1945223,39.95490314,1
171,174.3867459,60.4723644,27.71773598,1
172,153.7359739,52.0145257,25.36918874,1
173,149.9229322,45.37871867,29.57185221,1
174,174.5562375,48.28951984,26.48165849,1
175,148.3705517,22.20048197,26.85248173,1
176,148.0431335,49.39424933,40.82015738,1
177,170.1435967,59.91931981,35.87584742,1
178,158.0250649,36.96537192,30.18989096,1
179,168.6633881,55.6817529,25.36918874,1
180,145.239396,39.93014151,18.1999393,1
181,174.8839162,56.24876805,16.71664631,1
182,152.2594934,42.35923085,25.86361974,1
183,176.1625964,48.92587627,19.43601679,1
184,158.2910989,48.43969265,17.82911605,1
185,166.2921638,54.80175227,25.36918874,1
186,175.3978002,59.83043103,27.34691273,1
187,175.2758084,54.1220124,18.1999393,1
188,171.1917806,48.21726925,27.22330498,1
189,162.4135205,55.23852852,16.09860756,1
190,160.2721356,42.46226287,32.04400719,1
191,160.892639,52.71638583,21.41374077,1
192,157.5969327,46.08417704,46.87693709,1
193,184.7462689,74.18312292,29.20102897,1
194,165.1676951,37.22791276,24.38032675,1
195,174.5487229,49.5001347,17.9527238,1
196,157.2984704,42.78820894,26.72887398,1
197,152.8959298,35.27363091,27.47052048,1
198,182.4396121,58.90657119,35.01059317,1
199,164.10328,46.80690603,26.11083524,1
200,166.3683142,30.85562674,42.55066587,1
201,171.6700999,48.48811709,27.47052048,1
202,160.0564552,29.4503038,29.44824446,1
203,152.9322174,49.64897701,31.67318395,1
204,161.8278027,45.17588526,40.44933413,1
205,153.3283022,43.88962435,24.38032675,1
206,169.5103937,37.13702583,23.02064151,1
207,161.6798115,49.13125729,42.05623487,1
208,162.9213551,45.38516506,16.96386181,1
209,169.012219,53.92660936,14.86253007,1
210,147.8777973,33.263844,39.46047214,1
211,158.6892698,44.994463,38.84243339,1
212,175.2650798,51.65072509,19.43601679,1
213,157.1107589,49.09073583,18.81797804,1
214,156.5074419,45.01275136,22.15538727,1
215,163.2848982,59.47096752,24.5039345,1
216,144.3351375,35.973364,26.11083524,1
217,174.1140226,41.44705232,22.52621051,1
218,154.0290964,28.35673324,22.89703376,1
219,178.4923595,54.70424443,16.34582306,1
220,161.484606,55.48443658,16.34582306,1
221,138.7428169,31.00455688,31.3023607,1
222,142.922354,29.92252499,22.40260277,1
223,157.5579938,43.34267786,57.25998801,1
224,168.0080493,56.48134669,35.75223967,1
225,159.7858319,45.45135073,23.76228801,1
226,179.2888116,53.1595248,17.7055083,1
227,174.1447296,43.33158199,36.98831716,1
228,167.2883985,36.66931118,27.71773598,1
229,165.9948536,54.4958357,18.81797804,1
230,143.9372213,29.5315963,25.49279649,1
231,186.8813574,56.28979625,29.81906771,1
232,177.5676381,45.00777524,20.05405553,1
233,162.0335708,48.62585249,25.24558099,1
234,149.0554906,39.06907742,17.82911605,1
235,153.4307132,32.02464227,39.46047214,1
236,153.8666276,37.07669403,24.9983655,1
237,178.1660328,50.59980463,16.34582306,1
238,170.0036107,58.5182898,21.66095627,1
239,172.3150814,48.33844838,27.09969723,1
240,162.6439944,48.11114127,39.70768764,1
241,159.7813993,48.8721329,26.48165849,1
242,175.6368859,55.2273181,30.31349871,1
243,155.2599588,43.43435059,18.94158579,1
244,156.5668087,49.60159043,46.62972159,1
245,161.078825,40.10869921,20.79570203,1
246,166.1889615,37.13642894,29.20102897,1
247,175.5926871,57.65839492,27.84134373,1
248,171.9715414,49.56451054,24.87475775,1
249,151.499952,35.09707053,39.58407989,1
250,151.5610107,43.10674267,16.46943081,1
251,159.7964147,43.30520098,28.95381347,1
252,171.8655002,48.74429263,21.53734852,1
253,158.3620363,34.91621184,21.90817177,1
254,166.5314033,38.67791816,19.43601679,1
255,159.2855019,34.95050346,13.87366808,1
256,184.1929347,66.09483356,20.67209428,1
257,184.1416071,54.60313231,26.23444299,1
258,162.0348017,55.25534711,18.94158579,1
259,153.6857235,35.35208792,39.08964889,1
260,159.7834378,40.26135401,14.98613782,1
261,169.3525038,35.11905574,12.01955184,1
262,150.9315082,36.23726301,36.98831716,1
263,179.7883616,64.08478896,26.23444299,1
264,175.0656548,65.70836885,15.10974557,1
265,158.0180239,41.90665619,21.78456402,1
266,167.2709891,57.10059214,25.49279649,1
267,170.8968366,59.53084133,24.5039345,1
268,144.8085974,42.84103108,14.12088358,1
269,163.7674473,44.48435149,43.41592011,1
270,146.0661331,43.00058067,39.70768764,1
271,157.8923475,37.86916662,23.14424926,1
272,164.8890708,56.89224642,22.52621051,1
273,168.2241665,54.16263585,14.12088358,1
274,158.837334,41.23916729,20.91930978,1
275,188.5421139,61.51403275,30.93153745,1
276,158.7738238,60.18364353,18.1999393,1
277,143.5228517,36.76510581,41.43819613,1
278,158.8187733,36.87053192,19.43601679,1
